loan_number,application_date,lock_date,note_rate,LTV,CLTV,DTI,FICO,UW_system,funded_date,action_date,file_status,loan_program
10018553,20230704,20230816,0.071,88.92,98.87,38.796%,756,lpa,NA,20231008,N/A,Conventional 30YR
10043137,06/09/2026,07-05-2026,6.303%,51.28,54.47%,39.531%,696,du,10/01/2026,NULL, Funded ,Conv 30yr
10036673,2024-01-01,02/14/24,7.18,92.50%,88.58,0.321,704,LP,NULL,03/31/2024,W/D, conventional 30 
10043650,01/25/2026,2026-02-19,6.600%,80.68,0.7927,34.55,679,Loan Product Advisor,2026-03-29,NULL,funded,Conventional 30YR
10003941,2023-03-02,Mar 19 2023,7.08,49.06,61.976%,21.507%,778, DU ,2023-04-13,NULL,Funded,Jumbo
10031497,08/04/2023,20230907,6.092%,0.9739,98.62,40.08%,759,du,Nov 25 2023,NA,Funded, conventional 30 
10026594,2025-01-18,Feb 13 2025,0.0573,69.979%,0.7873, 23.7 ,732,Desktop Underwriter,Apr 29 2025,,Funded,Conventional 30YR
10023922,05/25/2023,06/11/2023,5.377%,62.409%,69.84,29.65%,701,D.U.,20230730,None,Funded,30 Year Conventional
10026403,12/21/2023,12-25-2023,5.20%,0.7761,68.281%, 34.6 ,689,du,03/03/2024,None,FUNDED,Jumbo 30YR
10045943,08/08/2023,Sep 04 2023,5.45%,91.076%,99.43, 36.9 ,833, LPA ,N/A,10/19/23,WD,Conventional 30YR
10048526,May 18 2024,05/19/24,4.52,81.999%,80.05%,43.04,790,du,06/05/2024,N/A,Closed/Funded,Conventional 30YR
10018316,20260329,05/12/2026,7.16%, 83.6 ,82.79, 52.2 ,708,Man UW,07/21/2026,None,funded,F.H.A.
10036894,Nov 27 2025,12/24/25,4.74,49.764%,49.74,24.23%,771,D.U.,03/09/26,NA,Fund,Jumbo
10026696,10-20-2023,10-21-2023,0.0603,73.67,0.7814,50.35,763,lpa,11/03/2023,,funded,Conv 30
10042128,2023-03-11,04/02/23,5.27,105.0, 115.0 , 47.8 ,759, DU ,2023-05-27,NULL, Funded ,Conv 30yr
10014171,Mar 12 2026,04/24/26,7.54%,74.04,83.93%,None,673,LPA,,06/19/26,Withdrawn,FHA
10003733,07/16/23,20230808,5.984%,0.6523, 66.2 ,47.043%,719,lpa,2023-10-25,NA,Closed/Funded,30yr fixed
10007882,04-04-2025,2025-05-12,4.84,70.51,80.472%,34.895%,680,lpa,NA,07/08/25,Declined,Conv 30yr
10006017,20240816,09-17-2024, 6.9 ,98.14,104.001%,51.566%,615,DU,NULL,Sep 28 2024,Expired, conventional 30 
10023030,Oct 17 2024,Nov 13 2024,6.085%,0.7024,68.12,0.395,699,du,01/31/25,NA,Fund,30yr fixed
10035474,20260616,2026-06-23,6.27%, 57.8 ,0.5391,46.48,698,D.U.,08/12/26,,funded,FHA 30YR
10049686,2025-99-01,04-07-2024,0.0636, 91.5 ,96.70%,0.4324,733, DU ,07/05/24,,Funded,FHA30
10004818,20230825,09/16/23,5.56,67.845%,74.61,0.2083,747,DESKTOP UNDERWRITER,20231019,N/A,Funded,30 Year Conventional
10041694,11-14-2023,2023-11-15, 6.4 ,79.042%,87.422%,47.64,731,DU,,12/11/23,CANCELLED,Conv 30
10012008,09-01-2025,Sep 22 2025,6.379%,90.89, 94.5 ,23.93%,607,Loan Prospector,11/18/2025,,funded,Conv 30yr
10041328,Dec 04 2025,20251219,6.880%,63.67,72.44%,25.414%,715,lpa,,Dec 29 2025,CXL,30 Year Conventional
10009507,Nov 06 2025,Dec 02 2025,6.22,0.9304,90.26,41.66%,786,LPA,12/31/2025,,Closed/Funded,Jumbo 30YR
10044799,Jan 13 2023,02-22-2023, 8.4 ,72.458%,81.08,53.54,656,LP,N/A,2023-03-15,Denied, conventional 30 
10034063,20260408,2026-05-23,6.34,71.31%,0.7574,0.297,649,DESKTOP UNDERWRITER,20260628,NULL,FUNDED,15 Year Conventional
10027475,Dec 04 2023,Jan 14 2024,6.455%,0.7565,75.91%,0.5096,641,LPA,Apr 10 2024,N/A,FUNDED,Conventional 15YR
10031144,04-12-2024,2024-05-26,7.32%, 79.1 ,74.18%,39.559%,746, DU ,07/13/2024,NULL,Closed/Funded,Conv 30
10021236,05/14/23,Jun 02 2023,8.74,0.6722,80.74,36.83,713,Loan Prospector,None,06/25/23,W/D,Non-Conforming 30
10001391,06-09-2023,2023-07-05,7.96,51.135%,None,0.4354,768,D.U.,20230730,, Funded ,Conv 30
10038250,06/27/2025,2025-08-07,8.783%,78.363%,82.24%,26.353%,None, LPA ,2025-10-26,,Funded,Conv 30yr
10037625,02/18/2026,20260221,5.94%,81.76,80.14,36.34%,637,manual,Apr 04 2026,NULL,funded,Conv 30yr
10042029,06-16-2025,07/21/2025,0.0614,59.02%,64.854%,27.58,726, LPA ,10-13-2025,,funded, conventional 30 
10020835,20241004,11-06-2024,0.0636,82.564%,76.42%,48.797%,760,du,12/17/24,NULL,Closed/Funded,Conv 15
10014758,02/01/2023,03/12/23,6.606%,81.02,0.9283,0.2868,778,Desktop Underwriter,04/10/23,NA, Funded ,30 Year Conventional
10026397,Nov 21 2025,12-30-2025,5.15,0.7285, 73.4 ,47.7,735,Man UW,03/08/26,NULL,funded,CONV30
10006809,11/18/24,Dec 16 2024,5.01, 73.3 ,69.355%,47.86,N/A,DESKTOP UNDERWRITER,,01/15/2025, WITHDRAWN ,Conv 15
10009226,20250922,2025-10-28, 4.4 ,52.73%,61.799%,26.11,741,D.U.,NA,11/12/2025,W/D,F.H.A.
10048395,12/03/2023,12/27/23,0.0463,78.780%,0.7679,47.43,785,lpa,02/11/2024,N/A, Funded ,CONV30
10005396,20240517,Jun 15 2024,5.36%,85.938%,93.77%,30.09,692,Loan Product Advisor,NULL,08/12/24,DENY,FHA 30YR
10006944,02/08/26,02/11/26,6.05,70.10%, 69.8 ,43.40%,666,DU,20260502,N/A,Fund,Conv 30yr
10023871,,01/27/26, 5.8 ,84.66%, 86.0 ,0.4437,772,DESKTOP UNDERWRITER,03/31/26,NULL,Fund,JUMBO30
10032493,2024-02-28,03/18/2024,6.04,49.16,0.4529,30.90%,652,MANUAL UW,04/16/2024,,Closed/Funded,30yr fixed
10036346,02/10/2026,03/21/2026,7.24%,82.87%,93.94%,21.41,758,Desktop Underwriter,04-05-2026,NULL, Funded ,30yr fixed
10010756,09/15/2025,NULL, 6.8 ,0.6128, 62.9 ,33.31,850,Loan Prospector,2025-12-04,,Funded,Conv 30yr
10012302,06/07/2023,07/01/23,7.436%,73.23%, 70.2 ,26.683%,636,Loan Prospector,08-15-2023,, Funded , conventional 30 
10048387,2026-02-17,03/11/26,0.0595,68.394%,74.566%, 40.9 ,736,DESKTOP UNDERWRITER,,04/27/26,Withdraw,JUMBO30
10042746,08/03/25,08-22-2025,6.545%,75.21,76.35%,31.60%,695,LPA,11/06/25,NA,Fund, conventional 30 
10029090,20240704,07-09-2024,5.47%, 61.0 ,74.80%,33.301%,692, DU ,09/22/24,N/A, Funded ,Conv 30
10044713,Oct 18 2024,10-23-2024, 6.0 ,86.680%,105.61,0.2157,654,D.U.,Oct 16 2024,NA,funded, conventional 30 
10014344,20251115,11/18/2025,4.563%,52.1,63.07%,32.428%,790,DU,02/01/2026,,FUNDED,Conventional 30YR
10038173,20260405,May 13 2026,5.258%, 60.7 ,61.510%, 24.6 ,818,lpa,07/30/26,None,Fund,JUMBO30
10005072,07/01/2023,07-17-2023,6.703%,76.22,89.48%,0.2732,795,manual underwriting,N/A,08/24/23,W/D,Conv 15
10024122,Feb 09 2023,20230314,6.55, 89.2 ,89.91%,37.73,738,Loan Prospector,05/05/23,,Funded,FHA
10048810,2023-11-29,20240105, 5.6 ,56.80%, 68.3 , 19.8 ,732,lpa,2024-02-13,NA, Funded ,30yr fixed
10017821,06-01-2024,06/15/2024,7.354%,0.6073, 60.9 ,46.51%,760,D.U.,2024-08-09,,Fund,30 Year VA
10001123,20230701,20230809,6.70%,105.0,114.4,17.30%,N/A, LPA ,20230906,N/A,Fund,VA
10011265,2024-12-11,12-25-2024,6.08,80.41,0.7494,29.5,773,du,01/09/2025,NULL,Fund,Conventional 15YR
10030580,Nov 21 2025,12-24-2025, 6.9 ,56.32%,59.94,36.11, 740 , DU ,20260217,,Closed/Funded,15yr fixed
10045465,03/31/2024,05/14/2024,5.5,0.5048,58.260%,0.4758,670,DU,,05/29/2024,expired,Conv 30
10048217,07-29-2024,20240912, 6.0 ,54.47,48.64%,41.87,723,LP,2024-12-06,N/A,FUNDED,30YR FHA
10043045,2025-07-15,20250814,6.272%,85.63%,93.21,0.3365,656, DU ,2025-09-14,N/A, Funded ,30 Year Conventional
10015657,01/11/24,01-15-2024,6.95%,89.92, 90.4 ,23.05%,775,Loan Prospector,20240129,,Closed/Funded,30yr fixed
10001901,11/20/2023,12-22-2023,0.0546,0.7288,72.61,30.75%,724,DU,01/05/2024,N/A,Funded,CONV30
10000148,10-09-2025,11-01-2025,0.0591,71.4, 76.3 ,63.73,745, DU ,N/A,2025-11-24,cancel,JUMBO30
10029643,04/04/23,20230415,5.701%,78.036%, 77.1 ,25.487%,751,Desktop Underwriter,2023-05-27,,FUNDED,30YR FHA
10003212,2024-12-03,12/21/2024, 5.9 ,49.94%,57.00%,35.00%,679, DU ,2025-02-06,NA,funded,VA 30YR
10043851,01/07/2026,02/08/26,7.10%,0.8803,78.06,59.013%,734,DESKTOP UNDERWRITER,20260411,NA,FUNDED,30 Year VA
10002355,Oct 05 2023,11-18-2023, 5.7 ,85.54,84.799%,27.634%,743,Loan Product Advisor,2024-02-16,NULL, Funded ,30yr jumbo
10031521,03/11/2026,20260319,4.515%,N/A,89.42%,54.014%,709,D.U.,04-14-2026,NULL,Closed/Funded, conventional 30 
10042584,20260103,01-27-2026,5.39%,0.8286, 84.1 ,29.3,798,Desktop Underwriter,Mar 06 2026,, Funded ,VA
10043338,10-03-2023,10/22/2023,None,75.433%,83.89,39.426%,634,LPA,20231207,,FUNDED, conventional 30 
10045285,Sep 13 2025,20251003,6.64,90.60%, 94.3 , 35.5 ,783,du,NULL,12/07/2025,CXL,Conv 30yr
10046957,Jul 29 2023,08-29-2023,7.44,97.581%,115.000%,17.83%,696,Loan Prospector,Sep 09 2023,None,Fund,Conventional 30YR
10048791,20240710,08/13/2024, 5.8 ,999, 60.2 ,33.38%,702,DESKTOP UNDERWRITER,,Oct 24 2024,Withdraw, conventional 30 
10048207,05/16/26,06/27/26,6.16,87.688%,86.27%,0.2408,699,DU,09/11/2026,,Funded,30 Year VA
10010466,05/19/25,Jun 14 2025, 5.5 ,82.13%,0.8287,39.17,640,manual underwriting,07/22/25,N/A,Closed/Funded,Conv 30
10007822,20250107,20250126,0.0603,85.098%,89.075%,59.75%,778,Loan Prospector,N/A,01/29/2025,Cancelled,Jumbo
10007206,03-16-2023,20230320, 5.7 , 62.3 ,69.400%,None,736, LPA ,20230520,NA,Closed/Funded,Conv 30yr
10006414,11-29-2025,20251228, 6.0 ,81.76%,92.114%,29.801%,727,DU,02/16/2026,N/A,funded,CONV30
10034047,11/03/2024,12/07/24,6.43,87.56, 93.4 , 28.0 ,655, LPA ,NULL,01-26-2025,WD,F.H.A.
10012729,2026-02-28,Apr 07 2026,7.84, 92.8 ,105.15,40.56,743,D.U.,2026-05-11,,Fund,30yr fixed
10006926,11/28/2025,12-25-2025,7.311%,0.5269, 63.4 ,0.487,759,LP,01-05-2026,NA,Fund,FHA30
10027996,Sep 09 2023,10-22-2023,0.0584,98.900%,94.6,50.41%,645,LPA,N/A,12/16/2023,CXL,Conv 15
10037613,20250522,Jun 12 2025,6.24%,72.471%,90.76%,26.83%,808,Loan Prospector,07/03/2025,None, Funded ,VA
10039484,04-03-2023,20230406,5.34, 69.1 ,67.35%, 52.8 ,782,du,2023-05-04,,Closed/Funded,FHA
10003017,01/15/2026,20260226,5.98%,0.7724,94.19,46.37,617,Desktop Underwriter,2026-05-15,N/A,Closed/Funded,30YR FHA
10001641,06/18/25,06/23/25,6.62,0.9567,93.38%,39.83,691,D.U.,Sep 20 2025,NA,funded,Conventional 30YR
10008884,04/18/25,05/13/25,5.9, 79.2 , 82.7 ,0.5005,741, DU ,2025-05-29,,Closed/Funded,Conventional 30YR
10037602,2023-08-18,09-06-2023,7.42, 66.5 ,0.7655,38.93,792,D.U.,20231203,NA,Fund,30yr fixed
10012970,2025-07-20,08/20/25,0.0578,93.13%,0.9579, 47.5 ,727,LP,10-31-2025,,funded,Jumbo 30YR
10023464,06-11-2024,07/11/2024,5.82,105.000%,100.08,32.22,661,D.U.,07-21-2024,,Closed/Funded,30 Year Conventional
10015758,Sep 28 2025,20251025,4.718%,60.79%,0.686,36.684%,805,du,20260116,None,FUNDED,CONV30
10044077,01-08-2023,20230109,6.26,0.5604,57.5,0.1967,N/A, DU ,03/05/2023,,Fund,Conventional 30YR
10004087,12/08/25,20260109,5.40%,71.98,70.099%,56.76,755,D.U.,Feb 27 2026,NULL,Closed/Funded,15 Year Conventional
10000509,12/28/2025,01/22/2026,0.074,63.48,0.6907,36.02,684,DU,04/04/26,NA,Funded,30 Year Conventional
10006355,04-24-2026,05/23/26,6.26,91.95,0.8787,38.19,783,Loan Prospector,,Jul 24 2026,Lock Expired,Conv 30yr
10029645,02/05/26,2026-03-07,0.0619,0.7556, 82.9 ,47.934%,668,Loan Product Advisor,2026-04-23,,Closed/Funded,Conv 30yr
10020816,20260105,02/11/2026, 6.3 ,59.71,66.76,36.450%,602,DU,Feb 26 2026,None,Fund,30 Year Conventional
10006235,Apr 29 2023,05/18/2023,5.92%,69.794%,79.12, 33.6 ,782,lpa,N/A,05-22-2023,denied,Conv 30
10031990,07/09/25,20250729,5.034%,82.36,0.8301,0.2172,663,Desktop Underwriter,,20250812,Declined,Conv 30
10012996,20251218,20260123,5.412%,90.52,87.43,49.38,785,Man UW,Mar 23 2026,NA,Closed/Funded, conventional 30 
10042502,Jan 29 2024,2024-02-23,0.0741,83.852%,86.8,52.21%,832,D.U.,05/22/24,None,FUNDED,30 Year VA
10038921,20250713,07-14-2025,4.43,85.96%,1.0157,45.077%,735,DU,NA,Aug 27 2025,Denied,Conventional 30YR
10000263,20251122,12/16/25,6.43, 80.6 ,87.79,46.561%,651,Desktop Underwriter,02/06/2026,NULL,Funded,Conv 30
10007892,11/19/24,Dec 21 2024,0.0642,69.07%,0.8025,10.17,680, LPA ,01/19/25,,Fund,F.H.A.
10010528,20251002,2025-10-25,5.62,86.157%,82.007%,48.50%,687,LPA,12/16/25,,Closed/Funded,30 Year VA
10018601,2024-04-04,05/13/2024,4.42%,85.12,87.43, 39.3 ,763,LPA,Jul 13 2024,,funded,30YR FHA
10024115,06-13-2025,Jul 19 2025,7.07%, 85.6 , 97.1 ,40.91%,793,DU,20250906,NULL,Fund,CONV30
10033499,04/09/26,2026-05-09,0.0627,83.56, 87.6 ,35.28%,695, LPA ,07/10/2026,N/A, Funded ,15yr fixed
10013472,Jun 18 2026,07/13/26, 6.4 ,102.85,114.17,NULL,753,DESKTOP UNDERWRITER,N/A,08/05/26,withdrawn,15 Year Conventional
10031726,10-10-2024,Oct 19 2024, 6.3 ,85.9,86.11%, 37.3 ,632,du,20241102,NULL,Fund,Conv 30
10023691,01/08/24,2024-02-13,6.536%,0.8278,86.23,38.535%,664,LP,2024-04-12,NULL,FUNDED,NA
10010558,04-25-2023,05/20/2023, 5.2 ,84.90%,93.819%,43.920%,792,DESKTOP UNDERWRITER,2023-07-15,NA, Funded ,Conventional 30YR
10006557,2024-12-08,2025-01-02,6.238%,0.9348,97.93, 46.9 ,772,Loan Product Advisor,03-23-2025,N/A,FUNDED,30yr fixed
10045578,08/04/2025,08/05/2025,6.26,70.96,77.13%, 22.8 ,743,lpa,N/A,10-18-2025,Credit Denied,30yr jumbo
10041504,03-29-2024,04-23-2024,6.45,88.59%,101.01,34.67%,654,LP,07/09/2024,NA,funded, conventional 30 
10027873,20230821,09/14/2023,7.65%,69.92,92.80%, 31.9 ,795,LP,10/19/2023,NULL, Funded ,Conventional 30YR
10010811,02-21-2025,20250318, 5.1 ,0.7015,0.7684, 38.6 ,753,LPA,05/22/25,None,Fund,30 Year VA
10038215,20240302,04/15/24,0.0876,81.884%, 89.2 ,55.34,797,Loan Product Advisor,Jun 21 2024,N/A,FUNDED,CONV30
10011731,Jun 25 2023,2023-08-02,0.0729,69.24,73.58, 45.0 ,775,du,None,10/11/2023,Expired,Conventional 30YR
10027439,04/20/23,May 02 2023, 6.5 ,83.37%,87.326%, 43.9 ,725,Desktop Underwriter,2023-06-14,,Fund,Conventional 30YR
10021780,2024-07-22,20240816,5.083%,80.22, 83.8 , 39.9 ,671,du,09/05/2024,NA, Funded ,Conv 30
10034080,20230124,20230212,0.0891,0.7979,86.8,0.4236,768,du,NA,2023-04-11,Denied,CONV30
10022916,12/05/23,01/06/2024, 6.4 ,88.01,91.01%,0.3183,757,du,02/09/24,NA, Funded , conventional 30 
10008086,03/24/23,04-02-2023, 5.8 ,66.320%, 76.3 ,44.27,785,DESKTOP UNDERWRITER,04/19/2023,,funded, conventional 30 
10043468,08/25/2023,2023-08-27,8.46,85.082%,0.8449,42.25,748, DU ,20231014,,Fund,VA
10014710,2024-03-30,2024-05-12,5.156%,0.8035,80.509%,38.120%,NULL,LPA,06/19/24,None,Fund,FHA 30YR
10015467,03/15/24,04/29/24,6.43%,82.464%,75.131%,N/A,709,LP,20240518,NULL, Funded ,Conv 30yr
10037173,Apr 07 2023,2023-05-11,7.306%,76.35,85.92, 22.8 ,731,Desktop Underwriter,2023-07-17,, Funded ,15yr fixed
10028749,Feb 13 2025,20250313,5.37,71.106%,63.987%,54.63,727, DU ,05-07-2025,N/A,Funded,30 Year Conventional
10003105,2025-06-21,07/13/2025,0.0522,0.6904,0.7177,19.97,752,DESKTOP UNDERWRITER,08-16-2025,N/A,Funded,VA30
10000709,03/16/23,Apr 13 2023,7.073%,62.24%,NULL, 35.7 ,725,du,06-06-2023,NULL,Funded,30 Year Conventional
10038386,03/09/2023,02-10-2023,0.0646,71.57,0.7704,31.435%,796, LPA ,,Jun 16 2023,WD,Jumbo 30YR
10023445,10/09/24,10-17-2024,0.0535,56.103%,53.67,29.96,839,D.U.,None,11-27-2024,Withdraw, conventional 30 
10026511,07-10-2024,2024-08-23,4.69%,0.7004,0.7448,0.3091,716,DU,09/04/24,,Closed/Funded,30 Year Conventional
10008467,04/20/23,20230602,5.57,77.179%, 82.6 ,51.51,754,manual underwriting,20230719,,Closed/Funded,30yr fixed
10006231,13/15/2024,10/07/24,0.0712,76.44, 70.4 ,33.263%,809, DU ,NULL,11/18/2024,denied,FHA30
10046359,05-12-2023,NA,7.33%, 68.7 ,72.887%,31.66,677, DU ,07/19/23,,funded,Conventional 30YR
10039358,,2023-09-22,4.912%,72.43,NULL,32.84,812,DU,Oct 10 2023,N/A,Funded,CONV30
10016387,20230226,02/28/23,0.0521,0.5201,59.99,21.48%,712,lpa,05/28/2023,N/A,funded,Conv 30yr
10034166,20251028,10/29/2025,5.291%,0.6738,0.6848, 38.5 ,786,Loan Product Advisor,,2026-01-05,Withdrawn,30YR FHA
10004169,20240519,20240529,7.30%,0.5342, 56.1 ,0.385,728,Loan Prospector,06-11-2024,,Funded,30 Year VA
10005804,2024-05-16,Jun 29 2024,6.12,94.76,92.113%,30.14%,631,lpa,20240807,,FUNDED,30 Year Conventional
10012754,Apr 17 2023,2023-04-28, 7.7 ,71.18,0.8162,27.06,744,manual underwriting,06-30-2023,,Fund,VA 30YR
10002190,01/11/2025,02/05/25,8.27,83.21,76.72,0.194,627, LPA ,Apr 14 2025,N/A, Funded ,30yr fixed
10012188,2023-12-14,2024-01-12,5.94,1O5%, 52.5 ,28.29,750,D.U.,Mar 24 2024,None, Funded ,Jumbo
10031728,02/18/23,2023-03-12,0.0448,94.672%,1.0091,27.46,793, LPA ,None,03/27/2023,NULL,Conventional 30YR
10019246,05-24-2023,20230529,4.76,105.0,1.102,35.921%,760,DESKTOP UNDERWRITER,20230827,N/A,funded, conventional 30 
10037867,09/12/23,10-03-2023,7.574%,58.82%, 58.9 ,0.3437,NULL,DU,Dec 21 2023,NULL,FUNDED, conventional 30 
10043515,Aug 01 2024,08/24/2024,7.19, 85.7 , 92.7 , 27.5 ,698,du,10/31/2024,,None,Conv 30
10008719,01/30/2026,02/12/26,6.476%,78.320%,78.34%,43.566%,712,du,03-15-2026,NA,FUNDED,FHA
10028825,20231016,20231101, 4.6 ,0.8844,79.045%, 35.4 ,770,Desktop Underwriter,20231115,NULL,Closed/Funded,30 Year Conventional
10024469,2026-01-24,Feb 27 2026,6.82,None,47.02,20.477%,757,Loan Product Advisor,Apr 28 2026,NA, Funded ,CONV15
10048253,12-19-2025,01/31/26,4.76,75.219%,76.26,26.57%,623,D.U.,04-11-2026,None,Fund,30YR FHA
10007202,2025-01-23,20250223,6.357%, 69.1 ,71.0, 32.8 ,723,DESKTOP UNDERWRITER,05-24-2025,,Closed/Funded,30 Year Conventional
10009283,10/04/23,Nov 11 2023,0.0529,80.74,81.98,24.16%,709, DU ,12-06-2023,NULL,Fund, conventional 30 
10026821,03/22/2026,04/05/2026,6.657%,86.96,88.58,0.4975,N/A,du,NA,2026-05-20,EXP,FHA 30YR
10027374,06-21-2025,Jun 29 2025,6.8,51.00%,54.940%,54.98%,664, DU ,09-09-2025,NULL,Fund,CONV30
10022493,2023-05-13,20230524, 4.5 ,84.53,104.374%,43.93%,754,Loan Prospector,Jun 24 2023,,funded,15yr fixed
10045638,04/08/2024,04-20-2024,7.18,0.7143,0.7121,27.27%,679,D.U.,Jun 27 2024,NA,funded, conventional 30 
10045880,12-02-2023,Jan 04 2024,7.984%,73.179%,67.93%,20.010%,712,DESKTOP UNDERWRITER,,03-15-2024,Declined,FHA
10029340,02/02/2023,Mar 13 2023,6.352%,0.7198, 88.3 , 47.7 ,702,MANUAL UW,05-15-2023,,funded,FHA30
10046548,Dec 18 2025,Jan 29 2026,0.0534,88.14,79.12,0.4409,702,D.U.,None,03-08-2026,Credit Denied, conventional 30 
10010804,20231002,10/29/23, 4.8 ,65.38, 72.9 , 26.3 ,795, DU ,01/27/2024,None,funded,30yr fixed
10020965,01/31/23,03/07/23,0.0677,75.51,0.7924,26.020%,735,Desktop Underwriter,2023-04-10,,Fund,30yr fixed
10030033,20240917,10/21/24,5.93%,46.83,48.916%,42.149%,780,DESKTOP UNDERWRITER,20250101,NULL,Closed/Funded,Conv 30yr
10005223,10-26-2023,10-27-2023,0.0694, 81.1 ,0.9401,41.90%,699,D.U.,,2023-12-10,Denied,Conventional 15YR
10000660,20230415,05/17/2023,6.402%,0.867, 89.1 ,29.353%,735, DU ,07/24/23,NULL,Closed/Funded,Jumbo 30YR
10033246,2023-08-22,09-20-2023,5.590%,69.58,77.48%,39.730%,722,LP,10/30/2023,N/A,Fund,FHA30
10005866,20250523,20250526,5.77%, 92.0 , 85.1 , 28.1 ,703,D.U.,2025-07-11,,Fund,V.A.
10048872,20240613,07-07-2024, 5.4 ,62.14%,64.73%,29.41%,772,du,20240720,,Fund, conventional 30 
10022986,02/30/2025,04-30-2026,4.907%,86.98%, 83.2 ,0.4434,785,D.U.,20260610,None, Funded ,Conventional 30YR
10028881,05-14-2025,Jun 20 2025,6.35%,104.66, 108.7 ,0.3978,738,DESKTOP UNDERWRITER,Jul 20 2025,NULL,, conventional 30 
10047088,20240916,10-14-2024,6.35,81.477%, 78.1 ,46.130%,641,MANUAL UW,NULL,20241201,Cancelled, conventional 30 
10026528,20240217,Feb 24 2024,5.43,89.681%,89.47,0.1514,765,DU,Mar 05 2024,, Funded ,FHA30
10009648,2025-03-10,Apr 15 2025, 7.0 ,63.51,73.96%, 59.8 ,662,DESKTOP UNDERWRITER,,05/04/25,Cancelled,Jumbo
10049546,NULL,11/20/2023,0.073,72.22,0.8735,52.51,773,Manual,01/02/24,,funded,30YR FHA
10032375,07/16/2025,Aug 20 2025, 5.5 ,85.53, 97.7 ,42.31,651, DU ,Sep 21 2025,NULL,Funded,15 Year Conventional
10026159,2024-09-29,11-01-2024,6.750%,70.76%,0.7573,36.79,832,D.U.,20241222,N/A,funded,30 Year Conventional
10011712,05-17-2024,20240626,0.057,75.21,73.13,33.38%,711,D.U.,07-26-2024,NULL,funded,VA30
10027239,05/26/26,20260701,3.376%,91.825%,95.17,23.27%,770,Loan Prospector,08/30/26,NULL,Closed/Funded,NA
10018354,11/29/23,Jan 04 2024,5.948%,56.28,62.875%,32.8,763,MANUAL UW,Feb 20 2024,,Closed/Funded,Conventional 30YR
10049515,09/16/2024,09/19/24,6.55,56.480%,52.18,47.9,748,manual,12/08/24,,FUNDED,JUMBO30
10021725,04/27/24,20240508,7.40%,100.08,105.87, 58.3 ,759,lpa,,06-12-2024,DENY,15 Year Conventional
10025925,06/21/26,20260724,0.0512, 54.8 , 53.2 ,32.82,722,LPA,,2026-07-28,Canceled,Jumbo 30YR
10041390,11/17/23,12/01/23,8.87,0.5727,56.659%, 33.5 ,687,du,20240229,N/A,Funded, conventional 30 
10004773,01-26-2023,Feb 02 2023,6.69%,77.69,72.542%,0.528,732,DESKTOP UNDERWRITER,Apr 07 2023,, Funded ,Conv 30yr
10035205,01/27/23,02-15-2023,0.0741,0.8033,0.7817,39.023%,726,lpa,Mar 16 2023,NULL,Fund,CONV30
10027879,10/10/24,2024-11-17,0.0689,0.9468,1.0251, 35.5 ,768,du,N/A,01/20/25,Withdraw,Conv 15
10005875,20230817,2023-08-31,5.05, 54.8 ,68.92%, 38.0 ,NULL, DU ,10/24/2023,NULL,Funded,30YR FHA
10017805,20240903,09/06/2024,6.40%,66.960%,65.94%,0.3681,838,DESKTOP UNDERWRITER,Nov 28 2024,NA, Funded ,30YR FHA
10034224,02/06/2024,03/03/2024, 5.9 ,75.85%, 85.1 ,44.48,699,DU,04-22-2024,NA,FUNDED,Conventional 30YR
10007842,02/14/25,02/21/25,5.44%,0.6934,64.212%,55.46,739, LPA ,04/20/2025,NA,Funded,Conventional 15YR
10015923,20231019,20231103, 3.1 ,NA,79.42%,42.75,764,D.U.,20231118,NULL,Closed/Funded,CONV15
10028367,20250825,20250916, 7.7 ,999, 94.0 ,24.51,787, LPA ,10-11-2025,,FUNDED,15 Year Conventional
10012084,2025-12-11,20251214,6.20%, 84.7 ,85.62%,38.476%,783,du,12-26-2025,NULL, Funded ,VA30
10020034,20250121,03/07/2025,6.82,75.51, 76.1 ,41.0,711,D.U.,05-11-2025,, Funded ,FHA
10014488,Sep 14 2024,09-28-2024, 5.9 ,93.50%,89.919%,0.4851,757, DU ,11/29/2024,NULL,Fund,30yr fixed
10020819,03-09-2024,2024-04-12,4.430%,105.00%,109.35,42.69%,848,D.U.,20240710,NA,Funded,Conventional 30YR
10037518,20230408,2023-05-02, 6.0 ,94.09%,96.83%,25.99,824, LPA ,N/A,05/17/2023,W/D,15yr fixed
10044236,05-21-2026,06/02/26, 7.6 ,67.13,64.43,16.42,738,du,08/11/2026,,Closed/Funded,30yr fixed
10048651,10/31/2025,11/08/25,6.25%,0.7568,0.8325,49.769%,756, LPA ,Dec 23 2025,,Fund,Conventional 30YR
10036236,2023-02-05,2023-03-01,6.32,72.465%, 78.3 ,36.44%,823, LPA ,04-09-2023,NULL,Closed/Funded,30 Year Conventional
10021070,2024-08-14,09/26/24,0.0637,71.21,63.22%,36.300%,756,D.U.,,20241029,Withdraw,FHA30
10009524,2024-08-20,20240912, 7.5 ,73.652%,79.494%,30.99,787, LPA ,,11-14-2024,Denied, conventional 30 
10032756,01-13-2025,Feb 20 2025,0.0563,68.882%,0.6924,41.970%,701,Loan Prospector,2025-03-13,NULL, Funded ,CONV30
10012054,Mar 04 2025,20250308,6.95%,105.0,100.278%, 12.0 ,731,D.U.,04/19/2025,,funded,30yr fixed
